"country","year","greenhouse_gas_per_capita","public_expenditure_health_%gdp","fertiltiy_rate","oop_expenditure_healthcare_per_capita","youth_mortality_rate","burden_of_disease","hdi"
"Gabon",2003,11.09,1.46758131,4.33,242.07411,9.452192,63530.0453085958,0.653
"Gambia",2003,1.8,2.12397488,5.88,13.97898,12.42845,56941.333352083,0.435
"Georgia",2003,2.24,1.25729464,1.6,212.50261,3.219668,31505.5890932057,0.728
"Germany",2003,12.33,8.28938597,1.35,398.29416,0.60945,21464.9442545972,0.917
"Ghana",2003,5.28,1.58056238,4.61,103.44089,10.793404,61581.7182981415,0.542
"Grenada",2003,4.62,3.05506691,2.41,253.30061,1.726058,28075.3541326456,0.739
"Guatemala",2003,4.42,2.25078009,4.25,206.72197,5.163262,38708.6478071354,0.598
"Guinea",2003,8.06,1.31331175,5.88,24.093582,17.116495,76395.2642958929,0.396
"Guinea-Bissau",2003,8.25,1.29615357,5.56,25.906651,18.109696,83818.4462521508,0.415
"Guyana",2003,7.7,4.74972888,2.92,42.863945,4.760904,43176.6025917878,0.621
"Haiti",2003,0.85,1.5853491,3.96,38.184559,11.299452,64013.725882561,0.466
"Honduras",2003,3.24,4.73308694,3.69,96.159355,3.820825,34594.5975818361,0.59
"Hungary",2003,7.6,5.98682946,1.29,330.47113,1.008572,30484.9202381658,0.818
"Iceland",2003,13.62,8.23128934,2.02,553.00214,0.46958,19101.8992543767,0.89
"India",2003,1.78,0.98493051,3.11,69.520645,9.31444,50496.8874496271,0.564
"Indonesia",2003,4.03,1.01530118,2.51,59.704617,5.341495,40347.6611031299,0.646
"Iran",2003,7.5,2.34823934,1.93,321.66721,3.385261,35356.102678681,0.741
"Iraq",2003,4.21,1.97933709,4.64,99.25779,4.8628,41754.0852600162,0.643
"Ireland",2003,17.23,5.40268378,1.97,336.64145,0.72922,22307.8890429919,0.908
"Israel",2003,10.69,4.58758637,2.91,509.53741,0.749146,21144.9767730717,0.88
"Italy",2003,9.86,6.07045375,1.31,543.57385,0.599424,19976.3226716472,0.868
"Jamaica",2003,4.78,2.30426789,2.44,101.97042,2.42272,26037.840007354,0.708
"Japan",2003,11.18,6.42041005,1.3,370.01245,0.50956,17786.5731437272,0.881
"Jordan",2003,3.47,4.45103699,3.83,255.358,2.998692,31300.8191091286,0.736
"Kazakhstan",2003,17.22,2.01432141,2.07,184.44183,4.043127,45694.4623982996,0.759
"Kenya",2003,1.36,1.92813908,4.98,35.302799,10.391554,71292.977572884,0.523
"Kiribati",2003,0.5,9.4676259,3.95,0.20514213,7.687856,61186.2893366526,0.585
"Kuwait",2003,34.27,2.59163805,2.62,388.12509,1.486706,22101.4477361947,0.789
"Kyrgyzstan",2003,2.18,2.056844,2.52,57.067028,4.693152,43059.2218297711,0.631
"Laos",2003,3.66,1.2709968,3.85,60.946537,12.250624,61729.1166589944,0.529
"Latvia",2003,5.59,3.24952285,1.3,292.49213,1.496311,34238.1671186828,0.821
"Lebanon",2003,5.48,3.49637582,1.94,450.39789,1.856535,26626.6375446086,0.75
"Lesotho",2003,2.42,4.03488066,3.74,28.674515,13.487244,114276.132021247,0.48
"Liberia",2003,0.66,1.18960877,5.64,5.4019084,17.428664,81850.8670832955,0.399
"Libya",2003,12.15,2.69200263,2.6,285.70496,3.07623,31041.5943377862,0.757
"Lithuania",2003,6.38,4.92987539,1.29,179.38957,1.217435,32125.860686301,0.831
"Luxembourg",2003,26.67,6.45762351,1.66,559.02032,0.47968,22273.4216016043,0.89
"Madagascar",2003,9.48,2.26017419,5.24,22.152927,11.125018,61769.105043576,0.5
"Malawi",2003,1.65,4.57849666,6,3.8645973,15.379816,110498.111683677,0.417
"Malaysia",2003,7.91,2.36204142,2.44,160.41377,1.18711,27340.0926832777,0.761
"Mali",2003,5.61,2.75719898,6.84,45.022263,21.91822,78632.2704252919,0.39
"Malta",2003,7.41,5.54202425,1.47,477.47064,0.829148,20881.913213183,0.829
"Mauritania",2003,3.49,2.17921835,5.28,83.344948,12.767625,49344.0174309976,0.476
"Mexico",2003,5.7,2.54127743,2.58,354.57382,2.572963,27208.6082201615,0.742
"Moldova",2003,3.32,3.9671965,1.25,81.068703,2.67126,38027.993867222,0.666
"Mongolia",2003,15.87,2.91803129,2.08,45.01178,5.379084,52646.5990921379,0.683
"Morocco",2003,1.82,1.39499543,2.64,107.06523,4.866892,39094.5049257933,0.602
"Mozambique",2003,18,4.10824098,5.78,3.7521327,17.417626,90573.6719546427,0.388
"Namibia",2003,14.41,3.72233541,3.77,30.027939,8.91208,84015.7916557538,0.575
"Nepal",2003,1.2,1.52768761,3.58,31.75024,8.024812,44594.1729981785,0.502
"Netherlands",2003,13.64,5.62741917,1.75,227.47331,0.699259,21698.3259819315,0.906
"Nicaragua",2003,3.24,3.46223108,2.81,70.040192,3.802015,28313.1310381417,0.614
"Niger",2003,0.76,1.68045031,7.64,24.003143,23.681674,79105.3905610019,0.303
"Nigeria",2003,2.39,0.90666178,6.04,149.33661,19.469172,79866.8251913388,0.485
"Norway",2003,16.03,8.24746405,1.8,591.2489,0.559472,21665.6919442863,0.938
"Oman",2003,19.48,2.62946579,3.14,118.45646,1.646274,28677.2311747729,0.782
"Pakistan",2003,1.84,0.64832092,4.21,52.15802,11.387956,56764.949925258,0.515
"Panama",2003,3.38,5.04670151,2.68,179.03667,2.839794,24579.6852596786,0.755
"Papua New Guinea",2003,1.7,6.02492071,4.37,4.762536,8.688403,73562.9836727339,0.503
"Paraguay",2003,14.95,1.94949197,3.21,120.84324,3.6442,29559.4511469845,0.664
"Peru",2003,1.97,2.69086215,2.77,87.678078,3.603115,27920.4514494127,0.712
"Philippines",2003,1.69,1.30620057,3.65,56.767826,4.49652,38807.9970133644,0.661
"Poland",2003,10.15,4.34988711,1.28,201.47556,0.988542,26942.6966443729,0.824
"Portugal",2003,8.6,6.5642957,1.44,431.63837,0.75888,23431.7858707995,0.814
"Qatar",2003,75.2,3.48808704,2.86,590.96307,1.386976,27229.6550576739,0.835
"Romania",2003,6.54,4.49338427,1.33,61.202457,2.392,33419.6476043534,0.795
"Russia",2003,24.49,3.29870838,1.33,170.45938,2.033077,46078.0127940534,0.774
"Rwanda",2003,0.55,3.3450433,5.35,10.670088,17.825227,81281.0642774566,0.455
"Saint Lucia",2003,2.65,2.94380017,1.83,254.25076,2.153665,28817.0954750793,0.719
"Saint Vincent and the Grenadines",2003,2.22,3.20552981,2.23,51.509754,2.601526,32057.0129005468,0.71
"Samoa",2003,1.77,3.64949145,4.45,25.256435,2.421558,31407.8567853681,0.685
"Sao Tome and Principe",2003,1.42,6.03861594,5.12,64.02037,8.4541,46261.0575856624,0.53
"Saudi Arabia",2003,15.74,2.89642297,3.6,219.08882,2.18371,29160.1521502643,0.791
"Senegal",2003,3.24,2.09132832,5.25,49.440781,13.663664,56810.1481758356,0.445
"Seychelles",2003,8.42,4.14556713,2.2,66.950371,1.72517,30261.1654616615,0.741
"Sierra Leone",2003,4.02,2.78426117,6.07,55.871449,24.79872,87152.5726807691,0.373
"Singapore",2003,10.49,1.34616145,1.27,779.40704,0.439616,18268.0554352718,0.883
"Slovenia",2003,10.99,6.31412089,1.24,213.06035,0.609342,24966.6553488625,0.878
"Solomon Islands",2003,9.85,5.53796597,4.58,2.7698424,3.463648,50173.0861929072,0.504
"South Africa",2003,9.58,3.33799479,2.73,78.31601,9.702823,82780.8198447633,0.633
"South Korea",2003,11.4,2.56792445,1.21,417.21786,0.808866,22443.061538709,0.874
"Spain",2003,9.67,5.72787555,1.3,429.56445,0.6393,20383.1533482185,0.856
"Sri Lanka",2003,1.28,1.67761519,2.27,44.364223,1.904072,28409.7771719491,0.738
"Sudan",2003,16.96,0.88321553,5.27,77.235992,11.127464,53884.4491207114,0.463
"Suriname",2003,5.68,3.35714487,2.75,125.77644,3.575072,38216.4102941526,0.691
"Sweden",2003,8.87,7.63485872,1.73,437.16074,0.499571,19887.1816747648,0.901
"Switzerland",2003,7.43,6.37975145,1.42,1240.4154,0.649364,19944.924999111,0.917
"Tajikistan",2003,1.65,0.91056038,3.59,43.739426,7.574158,38903.3855282547,0.618
"Tanzania",2003,6.99,2.57352487,5.66,35.043316,12.353824,74079.3811459288,0.477
"Thailand",2003,5.02,2.2849944,1.6,78.027275,2.46872,30744.183499119,0.714
"Togo",2003,3.77,1.44199981,5.28,31.490089,13.685356,71470.2114725245,0.44
"Tonga",2003,1.58,4.23304111,4.2,23.505369,2.033821,34021.878667487,0.702
"Trinidad and Tobago",2003,24.48,2.59997323,1.75,441.7709,3.618814,33999.5732304521,0.773
"Tunisia",2003,3.17,2.83340535,2.02,152.65952,3.067733,27941.5839540252,0.707
"Turkey",2003,4.9,3.8396532,2.35,91.973022,3.838127,29433.2033621597,0.71
"Uganda",2003,3.37,1.94810848,6.72,27.734503,14.4101,88333.4167124328,0.47
"Ukraine",2003,10.13,4.04259006,1.17,140.38721,1.934435,38882.1538526709,0.733
"United Arab Emirates",2003,35.83,1.67154037,2.33,602.40619,1.267528,32411.9606630691,0.838
"United Kingdom",2003,11.25,6.209568,1.69,238.32506,0.749244,22427.9824711466,0.896
"United States",2003,24.1,6.61886754,2.05,812.50537,0.978623,25325.2672232827,0.91
"Uruguay",2003,9.29,1.75342772,2.19,150.01755,1.816208,27032.6168288689,0.766
"Uzbekistan",2003,6.79,2.3806037,2.51,62.975292,5.799328,41890.2959659622,0.653
"Vanuatu",2003,2.22,3.41892714,4.06,7.1097169,3.344772,50976.7575528968,0.589
"Venezuela",2003,10.87,2.0793005,2.7,257.57016,2.332872,30427.2879432754,0.753
"Vietnam",2003,2.3,1.55182242,1.9,40.327583,3.146061,30844.7980802056,0.64
"Yemen",2003,1.49,2.18173073,5.78,104.9975,9.131383,53167.2412778183,0.485
"Zambia",2003,31.17,4.18766916,5.92,32.649769,15.282136,103097.02002652,0.517
"Afghanistan",2002,0.63,0.55072335,7.27,68.087898,13.241526,81936.1630710162,0.429
"Albania",2002,2.46,2.25632589,1.98,188.10846,2.48251,27844.0041238371,0.72
"Algeria",2002,4.1,2.85227361,2.4,74.873215,4.347698,30440.1477969706,0.707
"Angola",2002,1.96,1.68521754,6.57,53.004284,22.308288,82514.6312776367,0.492
"Antigua and Barbuda",2002,4.71,2.95023144,2.29,169.26097,1.616464,26780.1749082399,0.778
"Argentina",2002,8.21,4.45294005,2.52,253.33522,2.104876,28383.8857649186,0.792
"Armenia",2002,2.13,1.36133246,1.2,112.14423,2.885122,30470.8182172312,0.72
"Australia",2002,56.86,5.62066015,1.78,483.84644,0.71928,21022.4360815737,0.915
"Austria",2002,10.81,7.60650834,1.39,546.4505,0.649364,21509.2342425078,0.881
"Azerbaijan",2002,4.93,0.79181788,1.91,126.49946,6.88033,43026.1894067182,0.709
"Bahamas",2002,10.53,2.51066543,1.93,260.85504,1.934312,31067.5055175881,0.789
"Bahrain",2002,27.16,2.5843232,2.67,311.16943,1.45652,28532.7893259437,0.796
"Bangladesh",2002,1.05,1.06780983,2.91,20.166256,8.752384,48649.9101983287,0.52
"Barbados",2002,4.66,3.96299039,1.75,243.91324,1.796256,25720.8635984342,0.777
"Belarus",2002,9.09,4.56054873,1.24,90.295319,1.366948,39830.0331221032,0.757
"Belize",2002,6.49,2.45654179,3.39,93.664864,2.640454,33918.4909296001,0.699
"Benin",2002,6.55,1.88867041,5.82,31.166662,16.290465,66200.5908696811,0.455
"Bhutan",2002,2.82,6.60698513,3.24,14.095645,8.112556,43611.141887446,0.535
"Bolivia",2002,12.79,4.10180746,3.87,58.200367,7.94914,42869.1019481034,0.631
"Bosnia and Herzegovina",2002,4.53,4.42254649,1.37,132.73718,1.078605,26190.707005806,0.712
"Botswana",2002,28.91,4.89468985,3.19,49.360737,9.301415,87586.3289548215,0.625
"Brazil",2002,8.84,3.1829923,2.16,298.45105,3.36024,34283.1892272249,0.705
"Brunei",2002,28.37,2.56738541,2.03,319.14966,1.446724,26987.9130164581,0.84
"Bulgaria",2002,8.13,4.5367918,1.22,218.52155,1.895071,31129.5719899151,0.764
"Burkina Faso",2002,4.07,2.25668653,6.47,11.894159,20.291138,82398.1176242308,0.344
"Burundi",2002,0.75,1.55512254,6.89,17.642986,19.263244,110024.075393775,0.361
"Cambodia",2002,8.59,1.52043928,3.52,55.074341,10.272463,56450.9757318306,0.513
"Cameroon",2002,7.97,1.2903832,5.48,71.859406,17.22894,76112.926330039,0.484
"Canada",2002,28.97,6.51430574,1.52,436.81293,0.739207,21032.9757157795,0.897
"Cape Verde",2002,0.68,3.89312052,3.48,40.007401,3.337694,36591.2893849184,0.619
"Central African Republic",2002,89.82,2.06225195,5.46,13.668558,19.1044,120032.544942459,0.331
"Chad",2002,14.13,2.69186399,7.27,48.868504,21.2718,87517.4250295701,0.342
"Chile",2002,5.84,3.52989088,2.05,317.88806,1.17804,24338.5236393122,0.795
"China",2002,4.28,1.71467224,1.52,96.153687,3.55677,30567.9661863737,0.675
"Colombia",2002,3.57,4.54973606,2.31,43.31443,2.770088,31313.8893345167,0.704
"Comoros",2002,0.71,1.6697581,5.3,106.75784,11.085316,53368.4928609555,0.466
"Congo",2002,7.29,1.28795915,5.08,43.680248,12.617061,80323.6687063722,0.52
"Costa Rica",2002,2.46,6.28347599,2.22,177.82306,1.397309,22208.1987664337,0.742
"Cote d'Ivoire",2002,1.65,1.40860098,5.58,50.407673,16.408,81794.0009143473,0.424
"Croatia",2002,6.37,4.95506417,1.39,146.10251,0.918845,26310.7137987285,0.8
"Cyprus",2002,8.23,2.75451845,1.61,702.13867,0.758956,22958.1939981258,0.846
"Czechia",2002,14.94,6.14983467,1.17,112.72495,0.6592,25489.4999225867,0.85
"Denmark",2002,12.91,7.88505009,1.72,393.28397,0.649364,23212.6855725365,0.904
"Djibouti",2002,2.71,3.5164494,4.24,38.413132,10.258048,56271.0828730654,0.426
"Dominican Republic",2002,3.31,2.00873854,2.84,187.86014,4.3805,31288.1569099747,0.691
"Ecuador",2002,3.26,1.42887597,2.91,178.26749,3.126167,29732.6879591207,0.698
"Egypt",2002,2.79,2.40381706,3.13,229.32666,4.678264,42410.4029850975,0.65
"El Salvador",2002,1.89,3.80568022,2.79,205.90976,3.415594,31848.5179103486,0.656
"Eritrea",2002,1.23,1.64046934,5.15,34.620132,9.875612,82868.3312197291,0.411
"Estonia",2002,16.64,3.73572585,1.38,112.78779,1.207396,33176.5642084291,0.839
"Eswatini",2002,2.55,3.0504573,4.04,43.528625,14.445232,115217.028951926,0.507
"Ethiopia",2002,2.65,2.55028135,6.22,9.2404509,16.614056,79064.4103828995,0.378
"Fiji",2002,2.22,2.85448819,3,22.896229,2.904925,44732.5942807295,0.702
"Finland",2002,16.14,5.65716003,1.72,462.07452,0.549426,22818.7591563136,0.901
"France",2002,9.03,8.1416539,1.87,205.3158,0.639337,20946.2770105646,0.876
"Gabon",2002,9.78,1.20729001,4.39,238.16846,9.6468,63315.2369864962,0.652
"Gambia",2002,2.6,1.40735689,5.91,15.549593,12.910854,57370.019974466,0.427
"Georgia",2002,4.74,1.40035004,1.59,176.40652,3.458258,32221.3819931092,0.73
"Germany",2002,12.21,8.18158775,1.35,370.2561,0.629388,21558.8228700397,0.915
"Ghana",2002,4.66,1.50885023,4.68,100.39392,11.121616,62139.3676984512,0.53
"Grenada",2002,4.7,3.52454987,2.46,252.33279,1.765828,28299.3427763126,0.735
"Guatemala",2002,2.57,2.12695041,4.37,199.74016,5.36126,39070.3632590721,0.59
"Guinea",2002,11.19,1.31330023,5.95,27.308428,17.852176,77741.8351772472,0.39
"Guinea-Bissau",2002,4.58,1.29016916,5.64,26.426449,18.719818,84910.8363330533,0.409
"Guyana",2002,6.76,4.94658054,2.96,29.408537,4.879975,43736.4943531128,0.618
"Haiti",2002,0.86,1.41110647,4.07,39.458702,11.636992,65330.5308527078,0.462
"Honduras",2002,2.17,3.90616853,3.82,89.874565,3.98954,34944.740741407,0.593
"Hungary",2002,7.35,5.24166092,1.29,284.1431,1.068398,30662.9551179525,0.813
"Iceland",2002,13.78,8.074376,2.01,572.97229,0.489556,19422.5788906581,0.897
"India",2002,1.76,1.02576199,3.18,67.917641,9.704944,52013.2202045752,0.556
"Indonesia",2002,7.91,0.88427274,2.51,50.292675,5.587814,40948.169680747,0.642
"Iran",2002,7.11,2.18927472,2,276.14862,3.535006,33349.6511287826,0.736
"Ireland",2002,17.57,5.1711671,1.96,248.03426,0.78909,22955.0393200942,0.908
"Israel",2002,10.58,4.73781875,2.91,528.61078,0.779104,22099.3562389947,0.881
"Italy",2002,9.65,6.07690275,1.29,546.07776,0.629388,20095.773810411,0.866
"Jamaica",2002,4.6,2.78734923,2.48,85.048569,2.482332,27147.8471070199,0.705
"Japan",2002,11.16,6.36155257,1.3,335.06577,0.519549,17849.6292671415,0.88
"Jordan",2002,3.56,4.81069143,3.88,244.06358,3.068384,32230.2659474507,0.735
"Kazakhstan",2002,19.24,1.9331209,1.99,166.87062,4.272046,45143.3570749593,0.759
"Kenya",2002,1.32,1.94316444,5.04,42.803062,10.95784,71992.4316443535,0.514
"Kiribati",2002,0.51,8.56390977,3.98,0.21256673,7.81531,61612.9743135185,0.582
"Kuwait",2002,29.27,2.84511648,2.69,384.60287,1.496679,22125.670547257,0.788
"Kyrgyzstan",2002,2.08,2.1492165,2.54,41.870777,4.911468,43123.0991115487,0.628
"Laos",2002,6.33,1.08287063,3.98,42.900635,12.653719,63369.0506103501,0.521
"Latvia",2002,5.95,3.27906797,1.25,275.1123,1.575968,35049.25095404,0.818
"Lebanon",2002,5.1,3.7355935,2.04,502.92844,1.985952,26933.8406496074,0.743
"Lesotho",2002,1.55,3.83131931,3.86,27.117628,13.320573,109437.685011682,0.473
"Liberia",2002,0.67,1.09081377,5.72,6.4207125,18.60022,81996.0580535169,0.394
"Libya",2002,11.46,3.05672627,2.67,282.02301,3.165744,31727.8580880075,0.752
"Lithuania",2002,6.38,4.79217207,1.29,164.44586,1.267228,32187.6245743662,0.825
"Luxembourg",2002,25.9,7.07085849,1.67,551.59143,0.509622,22658.1709690784,0.888
"Madagascar",2002,5.04,2.74321383,5.34,20.376814,11.722954,62280.7757682586,0.491
"Malawi",2002,1.19,2.91255003,6.05,3.6469679,16.714248,113433.531985438,0.4
"Malaysia",2002,8.26,1.95887394,2.54,139.58282,1.236885,27331.6789056301,0.75
"Mali",2002,6.86,2.53887745,6.86,41.659889,22.981682,81007.9421237185,0.367
"Malta",2002,6.44,5.42940094,1.53,435.53601,0.849124,21055.4439464207,0.827
"Mauritania",2002,3.49,2.86206036,5.34,82.410797,12.8719,50430.3195447709,0.476
"Mexico",2002,5.44,2.42202735,2.62,300.53482,2.692591,27477.7390968621,0.739
"Moldova",2002,3.11,4.04061004,1.29,75.511833,2.940016,38373.0206369217,0.661
"Mongolia",2002,20.66,3.45527907,2.08,46.150452,5.836651,53772.1217367527,0.672
"Morocco",2002,1.83,1.37880895,2.68,95.520958,5.074975,39636.2853884411,0.594
"Mozambique",2002,12.99,4.48886203,5.8,3.5430305,18.29332,90815.2250225889,0.378
"Namibia",2002,15.03,3.57696867,3.84,21.360081,8.970605,82193.1800353691,0.568
"Nepal",2002,1.18,1.64084097,3.72,29.997839,8.512582,46591.5112231581,0.491
"Netherlands",2002,13.52,5.2119207,1.73,228.13031,0.719233,21967.8773476858,0.904
"New Zealand",2002,19.58,6.14652049,1.95,294.54739,0.86881,23539.9287578437,0.894
"Nicaragua",2002,2.85,2.99522995,2.89,74.887291,4.000335,28681.9600994679,0.607
"Niger",2002,0.76,1.90925836,7.66,22.290579,24.868268,81441.5463637498,0.294
"Nigeria",2002,2.29,0.62200434,6.06,63.571857,20.113818,81145.7919334552,0.479
"Norway",2002,15.36,8.02720966,1.75,576.96381,0.56946,22099.1390874219,0.938
"Oman",2002,18.55,2.65475072,3.29,117.30468,1.72594,29322.6035440383,0.764
"Pakistan",2002,1.78,0.80938608,4.31,48.483772,11.651425,57173.3179364172,0.513
"Panama",2002,3.33,5.54414784,2.7,177.93703,2.909293,24638.8577728426,0.751
"Papua New Guinea",2002,14.39,6.71672844,4.42,4.9756474,8.766792,72994.2159928594,0.499
"Paraguay",2002,15.07,2.16010372,3.32,114.3065,3.743152,29229.8225085332,0.655
"Peru",2002,1.92,2.82570562,2.82,95.962639,3.870802,28091.062142093,0.703
"Philippines",2002,1.7,1.11664234,3.71,46.4133,4.614576,38927.2405903343,0.657
"Poland",2002,9.83,4.49780846,1.28,189.37209,1.018488,27335.534828625,0.819
"Portugal",2002,8.48,6.46240519,1.45,394.35278,0.818719,23950.8225504511,0.81
"Qatar",2002,72.77,2.03592305,3,615.63928,1.436752,28205.5881022415,0.83
"Romania",2002,6.22,3.75783267,1.32,58.187763,2.490936,33955.7623793247,0.781
"Russia",2002,20.54,3.53075687,1.29,148.53712,2.172215,45783.4016744317,0.767
"Rwanda",2002,0.56,2.18261741,5.45,7.9644923,19.747415,88136.7607759796,0.445
"Saint Lucia",2002,2.58,3.26774466,1.93,231.92203,2.15352,28870.3434938856,0.713
"Saint Vincent and the Grenadines",2002,2.17,3.23153516,2.27,46.962795,2.601526,33003.7191534782,0.709
"Samoa",2002,1.78,3.94085147,4.46,23.562828,2.481142,31638.0198012838,0.681
"Sao Tome and Principe",2002,1.31,3.8456143,5.17,65.625381,8.972532,47115.9561585866,0.53
"Saudi Arabia",2002,15.35,3.09008987,3.71,225.51431,2.30314,29341.6114416817,0.783
"Senegal",2002,5.29,1.95048094,5.31,44.237289,14.589948,59105.3219913857,0.436
"Seychelles",2002,8.13,3.63645877,2.18,82.053879,1.715205,30593.7580999381,0.741
"Sierra Leone",2002,4.53,2.96491602,6.16,52.962997,25.4676,87764.3921750122,0.363
"Solomon Islands",2002,9.95,5.8209578,4.62,2.711571,3.49348,50190.0431639501,0.505
"South Africa",2002,9.23,3.23191745,2.76,78.390366,9.51044,79540.4287218522,0.621
"South Korea",2002,11.23,2.49619795,1.25,361.90161,0.858727,22904.2985285274,0.869
"Spain",2002,9.59,5.1689361,1.28,411.65625,0.66922,20189.8700010181,0.853
"Sri Lanka",2002,1.23,1.68333601,2.26,50.982307,1.963604,28687.5926680771,0.73
"Sudan",2002,18.03,0.78327798,5.33,60.836102,11.559686,54422.1581975844,0.451
"Suriname",2002,6.5,3.55135356,2.78,131.16455,3.694222,38376.4790624636,0.687
"Sweden",2002,8.84,7.51394442,1.67,431.38098,0.50956,20049.02000239,0.905
"Switzerland",2002,7.28,6.12377944,1.42,1205.6263,0.659352,20189.8426176324,0.915
"Tajikistan",2002,1.6,0.90658275,3.68,39.290119,8.234704,39722.5184330906,0.604
"Tanzania",2002,5.09,2.10662222,5.67,30.848055,13.169776,76226.5837983656,0.468
"Thailand",2002,5.03,2.35020969,1.62,75.922989,2.577786,31882.688475952,0.71
"Togo",2002,4,0.90614899,5.32,27.892653,14.058841,71583.9757969011,0.441
"Tonga",2002,1.51,3.80791979,4.22,22.915802,2.053747,34054.4158441611,0.698
"Tunisia",2002,3.2,2.80141766,2.05,139.20091,3.256378,28423.8644519575,0.701
"Turkey",2002,4.76,3.78627822,2.4,96.705299,4.105448,30309.67672703,0.708
"Uganda",2002,2.33,2.10532193,6.77,28.317286,15.232207,91262.1945516576,0.459
"Ukraine",2002,9.6,3.51401621,1.15,125.54374,2.033952,39206.9720261336,0.729
"United Arab Emirates",2002,36.15,1.71398298,2.43,607.46613,1.317244,32212.1925949963,0.835
"United Kingdom",2002,11.14,6.04001621,1.67,214.59721,0.759181,22529.5114323704,0.892
"United States",2002,24.27,6.42394079,2.02,762.81311,0.988606,25452.2752359366,0.905
"Uruguay",2002,9.03,2.04471646,2.21,147.62103,1.86595,27002.8350494381,0.762
"Uzbekistan",2002,6.97,2.42405533,2.56,64.80127,6.08716,41517.4742868721,0.646
"Vanuatu",2002,2.29,2.90766025,4.16,7.0281157,3.344772,51011.5534308124,0.582
"Venezuela",2002,9.16,2.151332,2.74,272.30396,2.402452,29474.9526626723,0.744
"Vietnam",2002,2.29,1.44773561,1.92,36.590401,3.284439,31244.1271930698,0.632
"Yemen",2002,1.4,2.1426485,5.95,73.692673,9.641215,54589.8358004389,0.482
"Zambia",2002,27.01,4.01810963,5.96,29.865307,16.48368,105700.853649038,0.503
"Albania",2001,2.23,2.29222402,2.07,174.28835,2.641756,28215.2300366394,0.711
"Algeria",2001,4.09,2.97171746,2.44,69.992157,4.476271,31018.8887277511,0.698
"Angola",2001,2.02,2.81240339,6.6,59.305202,23.084854,86052.882445937,0.471
"Antigua and Barbuda",2001,4.69,2.94975995,2.31,172.25142,1.686166,27100.9585628891,0.772
"Argentina",2001,8.71,5.06593399,2.54,315.01642,2.17468,28284.4845763932,0.787
"Armenia",2001,2.26,1.59147462,1.2,108.34048,3.02487,30966.130234745,0.706
"Australia",2001,63.95,5.42099866,1.76,464.40408,0.739207,21275.0587185136,0.911
"Austria",2001,10.68,7.50331423,1.33,511.05603,0.659352,21756.8429323016,0.861
"Azerbaijan",2001,5.11,0.84650113,1.96,110.57057,7.387335,43027.0333798577,0.704
"Bahamas",2001,10.4,2.46689596,1.99,226.99324,1.944276,32270.3862059131,0.788
"Bahrain",2001,27.31,2.53287851,2.72,306.01242,1.50628,29345.8173720722,0.793
"Bangladesh",2001,1.06,1.02492646,3.01,18.628464,9.215544,49474.716082452,0.513
"Barbados",2001,4.53,3.69664401,1.75,234.81514,1.776304,25785.6761829774,0.772
"Belarus",2001,8.14,4.73993535,1.24,76.797035,1.466578,38876.1210681746,0.741
"Belize",2001,3.97,2.58942255,3.5,89.767738,2.719924,34669.990067131,0.7
"Benin",2001,4.67,2.30826364,5.89,30.583939,16.746625,67397.9353938716,0.447
"Bhutan",2001,2.74,4.8498938,3.42,13.487657,8.55445,45050.6590833904,0.521
"Bolivia",2001,7.32,3.74416761,3.96,54.72052,8.34507,43661.6457878092,0.63
"Bosnia and Herzegovina",2001,4.79,4.31250573,1.43,135.21207,1.10848,26227.9388258211,0.706
"Botswana",2001,30.97,4.14645724,3.29,51.624626,9.52696,84424.3074876205,0.611
"Brazil",2001,7.19,3.04095892,2.23,296.53616,3.569275,34956.5010144435,0.702
"Brunei",2001,29.01,2.57678127,2.12,317.58585,1.466578,27219.4998948477,0.84
"Bulgaria",2001,8.58,4.22438928,1.19,205.58191,1.994624,31656.8299143003,0.756
"Burkina Faso",2001,3.45,1.83244888,6.53,12.633172,20.76283,84180.0905861405,0.333
"Burundi",2001,0.52,1.63448591,6.95,16.942778,20.08363,114159.361031285,0.35
"Cambodia",2001,5.16,1.30376831,3.65,51.59869,11.400784,58188.6012297911,0.502
"Cameroon",2001,7.59,1.12919928,5.52,69.812805,17.602464,76282.1823107606,0.472
"Canada",2001,23.12,6.36490468,1.52,415.31958,0.759132,21191.5393147081,0.895
"Cape Verde",2001,0.68,3.91353568,3.62,37.77951,3.615964,36971.2931065172,0.613
"Central African Republic",2001,118.43,1.86388921,5.48,13.127476,19.295279,120032.371872702,0.325
"Chad",2001,12.02,2.39648243,7.32,30.215372,21.662136,88089.4004367373,0.332
"Chile",2001,5.88,3.48454216,2.07,304.77896,1.237837,25061.0555503986,0.788
"China",2001,4.05,1.62128422,1.51,86.426788,3.844952,31450.2341214506,0.661
"Colombia",2001,3.75,4.69052384,2.35,50.645802,2.849551,30062.7488352951,0.691
"Comoros",2001,0.76,1.09467534,5.31,109.73828,11.140167,54465.2544956556,0.461
"Congo",2001,10.66,1.33453249,5.09,39.896603,13.108296,82657.4248357579,0.503
"Costa Rica",2001,2.73,5.48550751,2.29,167.35667,1.447194,22485.003751611,0.734
"Cote d'Ivoire",2001,1.68,1.29025786,5.65,62.468777,16.76533,82660.0062390355,0.418
"Croatia",2001,6.12,5.96435491,1.42,120.6506,0.95872,26459.3255624275,0.793
